Ticker,Name,Exchange,categoryName,categoryNr
TMNSF,Temenos Group AG,PNK,,0
PRPCF,Prophecy Development Corp.,PNK,,0
1811020.BE,ERSTE FIN 4 NCNPP,BER,,0
CSBB,CSB Bancorp Inc.,OBB,Regional - Midwest Banks,414
VNXSW,VENAXIS,PNK,,0
SBJ.SG,SBA COMMUNICATIONS,STU,,0
AEY,ADDvantage Technologies Group Inc.,NGM,Electronics Wholesale,753
CSBR,"Champions Oncology, Inc.",NCM,Biotechnology,515
ODDJ,Simply Amazing LLC,PNK,,0
IMJS.JK,INDOMOBIL MULTI JA IDR200,JKT,,0
INDS.JK,INDOSPRING IDR1000,JKT,,0
HNB.OL,Hafslund ASA,OSL,Electric Utilities,911
JNJB34F.SA,Johnson & Johnson,SAO,,0
000815.KS,"Samsung Fire & Marine Insurance Co., Ltd.",KSC,,0
ENPT,"Enerpulse Technologies, Inc.",OBB,Auto Parts,333
EGLT,Egalet Corporation,NGM,Biotechnology,515
4D7.BE,DAITO TRUST CONS,BER,,0
ENPH,"Enphase Energy, Inc.",NGM,Semiconductor Equipment & Materials,834
YHO.F,Yahoo! Inc.,FRA,Internet Information Providers,851
EGLE,Eagle Bulk Shipping Inc.,NMS,Shipping,775
GEG.AX,Grays eCommerce Group Limited,ASX,Conglomerates,210
ZEAL.CO,Zealand Pharma A/S,CPH,Biotechnology,515
ATNM,"Actinium Pharmaceuticals, Inc.",ASE,Biotechnology,515
CVTI,"Covenant Transportation Group, Inc.",NMS,Trucking,774
XCA.DE,Credit Agricole S.A.,GER,Money Center Banks,410
TEN.L,Tengri Resources,LSE,,0
GEPA3.SA,"Duke Energy International, Geração Paranapanema S.A.",SAO,Electric Utilities,911
0311.HK,LUEN THAI,HKG,Textile - Apparel Clothing,320
ALFVY,Alfa Laval AB (publ),PNK,,0
VODJ.MU,VODAFONE GRP SP ADR,MUN,,0
BASFY,BASF SE,PNK,,0
MLSS,Milestone Scientific Inc.,PNK,Medical Instruments & Supplies,520
NFL.BO,National Fertilizers Ltd.,BSE,,0
OYM1.BE,ODYSSEY MARINE,BER,,0
MUEL,Paul Mueller Co.,PNK,,0
H5B.BE,HUDACO IND,BER,,0
6233.TWO,PROLIFIC TECH INC TWD10,TWO,,0
PVG.TO,Pretium Resources Inc.,TOR,Industrial Metals & Minerals,133
TLFX,"Telefix Communications Holdings, Inc.",PNK,,0
NPR-UN.TO,,,,0
ASMIY,ASM International NV,PNK,,0
OVZ3.F,ZH International Holdings Limited,FRA,,0
0021.HK,GREAT CHI PPT,HKG,Asset Management,422
WFP.F,"Reis, Inc.",FRA,,0
V69.SI,Union Steel Holdings Limited,SES,Metal Fabrication,626
722842.TWO,YUANTA SECURITIES C/W 22/08/16(,TWO,,0
NK5.F,NovaCopper Inc.,FRA,,0
OVOBELE.BO,OVOBEL FOODS LTD.,BSE,,0
5905.TWO,NAN REN LAKE LEISU TWD10,TWO,,0
ITWG,"International Wire Group Holdings, Inc.",PNK,,0
MN.MI,Arnoldo Mondadori Editore SpA,MIL,Publishing - Newspapers,727
BDN.SI,Ryobi Kiso Holdings Ltd.,SES,,0
FINW,BioNovelus Inc.,PNK,,0
RMD.AX,ResMed Inc.,ASX,Medical Instruments & Supplies,520
VNR,"Vanguard Natural Resources, LLC",NMS,Oil & Gas Drilling & Exploration,123
6423.TWO,YMC,TWO,,0
INP.DE,International Paper Company,GER,Packaging & Containers,325
TNP-PD,Tsakos Energy Navigation Ltd 8.,NYQ,,0
FXCNF,FIH Mobile Limited,PNK,,0
MBCN,Middlefield Banc Corp.,NCM,,0
MBCQ,"MB Bancorp, Inc.",PNK,Savings & Loans,419
ORGCOAT.BO,Organic Coatings Ltd.,BSE,,0
TMHC,Taylor Morrison Home Corporation,NYQ,Residential Construction,630
HDVY,Health Discovery Corporation,PNK,Biotechnology,515
WTWOD,Converde Energy USA Inc.,PNK,,0
W2U1.F,Avarone Metals Inc.,FRA,,0
SLY-H.V,Shelby Ventures Inc.,VAN,,0
KD9.SG,Kennady Diamonds Inc.,STU,,0
HC5.F,"HCP, Inc.",FRA,,0
ADTTF,ADVANTEST CORP,PNK,,0
RATE,"Bankrate, Inc.",NYQ,Internet Information Providers,851
1VD.SG,VIADEO,STU,,0
WABAG.BO,VA TECH WABAG LTD.,BSE,,0
OEG.V,ONEnergy Inc.,VAN,Diversified Utilities,913
TBK.SG,PHILIP MORRIS REG,STU,,0
HYMTF,Hyundai Motor Company,PNK,,0
ESWB,Esio Water And Beverage Development Corp.,PNK,Conglomerates,210
MIG3.L,Maven Income & Growth VCT 3 Ord,LSE,,0
1728-OL.HK,ZHENGTONGAUTO,HKG,,0
VANTF,Vantex Resources Ltd.,PNK,,0
GLH.AX,Global Health Ltd.,ASX,Healthcare Information Services,825
PEQ.L,Private Equity Investor Ord,LSE,,0
MKSI,"MKS Instruments, Inc.",NMS,Scientific & Technical Instruments,837
UNIF,U&I; FINANCIAL,PNK,,0
CICOY,China COSCO Holdings Company Limited,PNK,,0
MOIL.L,Madagascar Oil Limited,,,0
UNIR,"Uniroyal Global Engineered Products, Inc.",PNK,,0
UNIS,Unilife Corporation,NGM,Medical Instruments & Supplies,520
SSEBF,Silver Spruce Resources Inc.,PNK,,0
UNIV,UNIVERSAL INFOTAINME,PNK,,0
ZSK.MU,SUNOPTA,MUN,,0
WTKN,WellTek Incorporated,PNK,,0
4DS.DE,Daldrup & Soehne AG,GER,Oil & Gas Drilling & Exploration,123
ZVINADTR.BO,VINADITYA TRADING CO.LTD.,BSE,,0
KOPRAN.NS,Kopran Limited,NSI,Drug Manufacturers - Major,510
BGE-PB,Bge Cap Trust II 6.20% Trust Pr,NYQ,,0
MLONE.PA,Body One SA,PAR,Textile - Apparel Clothing,320
NDLS,Noodles & Company,NMS,Restaurants,712
PCGR,"PC Group, Inc.",PNK,,0
FNHC,Federated National Holding Company,NGM,Property & Casualty Insurance,432
TSUKY,Toyo Suisan Kaisha Ltd.,PNK,,0
UMC,United Microelectronics Corporation,NYQ,Semiconductor Equipment & Materials,834
MQBKY,Macquarie Group Limited,PNK,,0
ZVAA.F,Cellectis S.A.,FRA,,0
ORXOF,Orexo AB (publ),PNK,,0
NESF.L,NEXTENERGY SOL GBP,LSE,,0
PVEG,Pacific Vegas Global Strategies Inc.,PNK,,0
FINN,"First National of Nebraska, Inc.",PNK,,0
1LV.F,Valero Energy Partners LP,FRA,,0
GJ3.MU,GAFISA SP ADR,MUN,,0
1271.HK,GRAND MING,HKG,,0
ORXOY,Orexo AB (publ),PNK,,0
BCONQ,BP Fly Corporation,PNK,,0
K29.SI,Karin Technology Holdings Limited,SES,Electronics Wholesale,753
IMGN,"ImmunoGen, Inc.",NMS,Biotechnology,515
IRET,Investors Real Estate Trust,NYQ,REIT - Diversified,440
SMTP,"SharpSpring, Inc.",,Internet Service Providers,850
DNA.AX,Donaco International Limited,ASX,Lodging,710
SMTE,EM Quantum Technologies Inc.,PNK,,0
SMTC,Semtech Corporation,NMS,Semiconductor - Integrated Circuits,833
DRW3.SG,DRAEGERWERK VZ,STU,Medical Appliances & Equipment,521
PMD.V,Voltaic Minerals Corp.,VAN,Industrial Metals & Minerals,133
JINDALSAW.NS,Jindal Saw Ltd.,NSI,Steel & Iron,130
OXYS,"OxySure Therapeutics, Inc.",PNK,Medical Appliances & Equipment,521
AIB1.SG,ALLIED IRISH BANKS,STU,,0
MTGEP,American Capital Mortgage Investment Corp.,NMS,,0
FVI.TO,Fortuna Silver Mines Inc.,TOR,Silver,135
RNW.TO,TransAlta Renewables Inc.,TOR,Diversified Utilities,913
MOV,"Movado Group, Inc.",NYQ,"Recreational Goods, Other",317
BBP2.MU,VERNALIS,MUN,,0
NEFF,Neff Corp.,NYQ,Rental & Leasing Services,761
NEFB,Neffs Bancorp Inc.,PNK,,0
7182.KL,EKA Noodles Berhad,KLS,,0
INDTONER.BO,Indian Toners & Developers Ltd.,BSE,,0
NUMD,"Nu-Med Plus, Inc.",OBB,Medical Appliances & Equipment,521
PPJ.BE,PEPCO HOLDINGS,BER,,0
DRV.L,"Driver Group, PLC",LSE,Business Services,760
0009@OM.KL,YTL E-SOLUTIONS BHD,KLS,,0
717845.TWO,YUANTA SECURITIES C/W 16/10/15(,TWO,,0
BDT.TO,Bird Construction Inc.,TOR,General Contractors,636
OIL.AX,Optiscan Imaging Ltd.,ASX,,0
DELTW,Delta Technology Holdings Limited,NCM,,0
CRH.L,CRH plc,LSE,General Building Materials,634
GPDB,"The Green PolkaDot Box, Inc.",PNK,Catalog & Mail Order Houses,739
WHBRADY.BO,WH Brady & Company Limited,BSE,,0
VXEL,Vitaxel Group Limited,PNK,,0
0H9.SG,SEIBU HLDG,STU,,0
EBRPF,Ebro Foods SA,PNK,,0
DELTY,Delta Galil Industries Ltd.,PNK,Specialty Chemicals,113
STI-WTA,"SUNTRUST BANKS, INC. WARRANTS ",NYQ,,0
SWFT,Swift Transportation Company,NYQ,Trucking,774
AFGVY,Agfa-Gevaert N.V.,PNK,,0
HSE.TO,Husky Energy Inc.,TOR,Major Integrated Oil & Gas,120
QCTA.MU,BELDEN,MUN,,0
GFNORTEO.MX,"Grupo Financiero Banorte, S.A.B. de C.V.",MEX,Money Center Banks,410
WTVP-CRI11L0.SA,BRPR 55 SEC C11,SAO,,0
GKSDF,"Grupo Kuo, S.A.B. de C.V.",PNK,,0
JEXYF,Jiangsu Expressway Co. Ltd.,PNK,,0
QTNT,Quotient Limited,NGM,,0
GEIG,GEI Global Energy Corp.,OBB,Electric Utilities,911
IZ8A.BE,AFRICAN OXYGEN,BER,,0
BFNC,Bank First National Corporation,PNK,,0
KHI,Deutsche High Income Trust,NYQ,,0
WNL.F,Wilh. Wilhelmsen ASA,FRA,,0
KHC,The Kraft Heinz Company,NMS,Food - Major Diversified,340
NXQ,Nuveen Select Tax-Free Income Portfolio 2,NYQ,,0
NXP,Nuveen Select Tax-Free Income Portfolio,NYQ,,0
NXR,Nuveen Select Tax-Free Income Portfolio 3,NYQ,,0
ORRF,Orrstown Financial Services Inc.,NCM,Regional - Northeast Banks,411
NXC,Nuveen California Select Tax-Free Income Portfolio,NYQ,,0
ORRP,"Oroplata Resources, Inc.",PNK,,0
NXN,Nuveen New York Select Tax-Free Income Portfolio,NYQ,,0
NXK,Nuveen New York Dividend Advantage Municipal Fund 2,ASE,,0
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund,NYQ,,0
CRUZ3.SA,Souza Cruz S.A.,SAO,,0
BVX,Bovie Medical Corporation,ASE,Medical Instruments & Supplies,520
SGGD.L,Open Joint Stock Company Surgutneftegas,LSE,Major Integrated Oil & Gas,120
GSBD,"Goldman Sachs BDC, Inc.",NYQ,,0
BVA,Cordia Bancorp Inc.,NCM,Regional - Mid-Atlantic Banks,412
GSBC,Great Southern Bancorp Inc.,NMS,Regional - Southwest  Banks,415
BVN,CompaÃ±Ã­a de Minas Buenaventura S.A.A.,NYQ,Industrial Metals & Minerals,133
MTX.DE,MTU Aero Engines AG,GER,Aerospace/Defense - Major Diversified,610
QZMRF,Quartz Mountain Resources Ltd.,PNK,,0
BSNRY,"Biosensors International Group, Ltd.",PNK,,0
XEP.F,Cepheid,FRA,,0
550014.KS,QV Biotech TOP5 ETN,KSC,,0
ZZMS.DE,COMMERZBANK SP ADR,GER,,0
SEVAN.OL,Sevan Marine ASA,OSL,Oil & Gas Equipment & Services,124
VELXF,Canadian Overseas Petroleum Limited,PNK,,0
NSK.BE,NSK LTD,BER,,0
PEP.SG,PEPSICO,STU,Beverages - Soft Drinks,348
GEC.L,General Electric Company,LSE,Diversified Machinery,622
NUVSF,NuVista Energy Ltd.,PNK,,0
HD9.SI,DBXT Vietnam US$,SES,,0
MDAV,"Davi Luxury Brand Group, Inc.",PNK,Personal Products,323
RPHA.MU,ANGLO AM PLATINUM,MUN,,0
SOW.SG,SOFTWARE,STU,Business Software & Services,826
ESKAY.BO,Eskay K'n'IT (India) Limited,BSE,Textile Industrial,628
GPOVY,"Grupo Carso, S.A.B. de C.V.",PNK,,0
8198.HK,MELCOLOT,HKG,Gaming Activities,714
JDGPF,JD GROUP LTD ORD,PNK,,0
HLDX.ST,Haldex AB,STO,Auto Parts,333
SARKF,SARAWAK OIL PALMS,PNK,,0
CAKE,The Cheesecake Factory Incorporated,NMS,Restaurants,712
ZODIACVEN.BO,ZODIAC VENTURES LIMITED,BSE,,0
YNDX,Yandex N.V.,NMS,Internet Information Providers,851
MKGAY,Merck KGaA,PNK,,0
CGIFF,Chemtrade Logistics Income Fund,PNK,,0
PUP.MU,PUBLIC STORAGE REIT,MUN,,0
TMST,TimkenSteel Corporation,NYQ,Steel & Iron,130
MKGAF,Merck KGaA,PNK,,0
CXDC,China XD Plastics Company Ltd.,NGM,Rubber & Plastics,322
LOJ.SG,LoJack Corporation,STU,,0
PEATF,Peat Resources Ltd.,PNK,,0
APYI,Aspyra Inc.,PNK,,0
FCREY,Fletcher Building Ltd.,PNK,,0
VAT.F,Valiant Holding AG,FRA,,0
OAO.MU,NIZHNEKNEFT SP ADR,MUN,,0
APYP,"AppYea, Inc.",PNK,,0
031850.TW,YUANTA SECURITIES C/W 10/11/15(,TAI,,0
SYIEF,Symrise AG,PNK,,0
TAIRF,Tiger Airways Holdings Limited,PNK,,0
WOO.BE,FOOT LOCKER,BER,,0
ALOCA.PA,Oceasoft SA,PAR,,0
NVDA,NVIDIA Corporation,NMS,Semiconductor - Specialized,832
WTFCW,Wintrust Financial Corporation,NMS,,0
YUJ.L,Yujin International Limited,LSE,Shipping,775
HTHT,"China Lodging Group, Limited",NMS,Lodging,710
HKTV,Hong Kong Television Network Limited,NMS,,0
WTFCM,Wintrust Financial Corporation,NMS,,0
W3U.BE,THE WESTERN UNION,BER,,0
KOFFBREAK.BO,Koffee Break Pictures Limited,BSE,,0
PJIHF,PT Jakarta International Hotels & Development Tbk,PNK,,0
ODMTY,Old Mutual plc,PNK,,0
EKC.NS,Everest Kanto Cylinder Limited,NSI,Diversified Machinery,622
JYNT,The Joint Corp.,NCM,Hospitals,524
IS7.DE,InTiCa Systems AG,GER,Diversified Electronics,836
0YC.BE,YUANDA CHINA,BER,,0
7110.KL,Haisan Resources Berhad,KLS,,0
PEBI.L,Port Erin Biopharma Investments Limited,LSE,Biotechnology,515
XYD.SG,MINCO SILVER,STU,,0
GETI3F.SA,AES TIETE   ON,SAO,,0
TWER,Towerstream Corporation,NCM,Diversified Communication Services,846
BDR.SI,Willas-Array Electronics (Holdings) Limited,SES,,0
ANCI,"American Caresource Holdings, Inc.",NCM,,0
PKPZF,EASTSIBERIAN PLC,PNK,,0
OBTEF,ORBITAL CORP ORD,PNK,,0
BSRP.MI,Banco di Sardegna S.p.A.,MIL,Money Center Banks,410
0NY8.L,Veolia Environnement S.A.,LSE,,0
ANCX,Access National Corporation,NGM,Regional - Mid-Atlantic Banks,412
MNEM,MATINEE MEDIA CORP,PNK,,0
722356.TWO,YUANTA SECURITIES C/W 06/07/16(,TWO,,0
RGIN,"Regenicin, Inc.",PNK,Biotechnology,515
MSI.AX,Multistack International Ltd.,ASX,Diversified Machinery,622
SSPC,"SpendSmart Networks, Inc.",PNK,,0
POPE,"Pope Resources, A Delaware Limited Partnership",NCM,"Lumber, Wood Production",632
126600.KQ,"KOPLA CO.,LTD.",KOE,,0
MOTZ.ME,Motovilikha Plants JSC,MCX,,0
MRK.PA,"Merck & Co., Inc.",PAR,Drug Manufacturers - Major,510
PUF.CN,PUF Ventures Inc.,CNQ,,0
QL2.SI,IS ASIA BND S$D,SES,,0
Q0X.SI,Ley Choon Group Holdings Limited,SES,General Contractors,636
SCT.NZ,Scott Technology Limited,NZE,Diversified Machinery,622
ALN.V,Aldrin Resource Corp.,VAN,Industrial Metals & Minerals,133
QL2.SG,,STU,,0
4VL.SG,GENEL ENERGY,STU,,0
S9Q.MU,SPIRIT AERO HLDG-A,MUN,,0
AXAS,Abraxas Petroleum Corp.,NCM,Independent Oil & Gas,121
KMGGF,"Kumagai Gumi Co.,Ltd.",PNK,,0
E7RA.SG,Xemplar Energy Corp.,STU,,0
AMCO,"Armco Metals Holdings, Inc",ASE,Basic Materials Wholesale,758
AMCN,AirMedia Group Inc.,NMS,Marketing Services,721
ESI.TO,Ensign Energy Services Inc.,TOR,Oil & Gas Drilling & Exploration,123
SY1.F,Symrise AG,FRA,Specialty Chemicals,113
F10.SI,F J Benjamin Holdings Ltd,SES,Apparel Stores,730
AMCC,Applied Micro Circuits Corporation,NMS,Semiconductor - Integrated Circuits,833
SIV.L,St Ives plc,LSE,Business Services,760
CIS.DE,"Cisco Systems, Inc.",GER,Communication Equipment,841
QLG.F,QLogic Corp.,FRA,,0
SHO.BE,SHANGHAI JIN JIA-H-,BER,,0
RNR-PE,RenaissanceRe Holdings Ltd. 5.3,NYQ,,0
RNR-PC,RenaissanceRe Holdings Ltd. 6.0,NYQ,,0
VIVIDIND.BO,Vivid Global Industries Limited,BSE,Chemicals - Major Diversified,110
TPM.F,Tonix Pharmaceuticals Holding Corp.,FRA,,0
ELYGF,Ely Gold & Minerals Inc.,PNK,,0
VOLLF.BO,Voltaire Leasing & Finance Ltd.,BSE,,0
YOU.F,YOUNIQ,FRA,,0
XTL.MU,ANOTO GROUP,MUN,,0
QPRO.BO,QPRO INFOTECH LTD.,BSE,,0
SIM,Grupo Simec S.A.B. de C.V.,ASE,Steel & Iron,130
AGI.AX,Ainsworth Game Technology Ltd.,ASX,Gaming Activities,714
TIBR3F.SA,MILLENNIUM  ON,SAO,,0
KWKAQ,Quicksilver Resources Inc.,PNK,,0
PFIE,"Profire Energy, Inc.",NCM,Oil & Gas Equipment & Services,124
FMC1.HM,FORD MOTOR ,HAM,,0
ECA.TO,Encana Corporation,TOR,Independent Oil & Gas,121
PFIN,P&F; Industries Inc.,NGM,Small Tools & Accessories,625
USLM,"United States Lime & Minerals, Inc.",NMS,General Building Materials,634
PFIS,Peoples Financial Services Corp.,NMS,Regional - Northeast Banks,411
XPOI,Xponential Inc.,PNK,,0
NANO.PA,Nanobiotix SA,PAR,Drug Manufacturers - Major,510
5027.KL,Kim Loong Resources Berhad,KLS,,0
QCI.F,QUALCOMM Incorporated,FRA,Communication Equipment,841
CADTW,DT Asia Investments Limited,NCM,,0
GCFB,Granite City Food & Brewery Ltd.,PNK,Restaurants,712
4VL.F,GENEL ENERGY,FRA,,0
AHCHY,Anhui Conch Cement Co. Ltd.,PNK,,0
047810.KS,Korea Aerospace Industries Ltd.,KSC,,0
UWC-R.BK,Ua Withya Public Company Limited,SET,,0
BKSC,The Bank of South Carolina Corporation,NCM,Regional - Mid-Atlantic Banks,412
VSEC,VSE Corp.,NMS,Technical Services,767
NATDF,North Atlantic Drilling Limited,PNK,,0
0HAC.L,"ACS, Actividades de Construcción y Servicios, S.A.",LSE,,0
WSV2.DU,VIENNA INSURANCE GR,DUS,,0
HIL.AX,Hills Limited,ASX,General Building Materials,634
RAK.BE,RAKUTEN,BER,,0
BTR.V,BonTerra Resources Inc.,VAN,Industrial Metals & Minerals,133
V3V.MU,VITA 34 N,MUN,Biotechnology,515
PRG.SG,PROCTER&GAMBLE;,STU,Personal Products,323
AIG.MX,"American International Group, Inc.",MEX,Property & Casualty Insurance,432
HBCYF,HSBC Holdings plc,PNK,,0
EXPN.L,Experian plc,LSE,Business Services,760
GBLI,Global Indemnity plc,NMS,Property & Casualty Insurance,432
BMW3.F,Bayerische Motoren Werke Aktiengesellschaft,FRA,Auto Manufacturers - Major,330
CVS.SG,CVS HEALTH,STU,,0
ZWINMOTR.BO,WINMORE SILK MILLS LTD.,BSE,,0
REAT.L,REACT Group plc,LSE,,0
DNO.F,Denso Corp.,FRA,,0
MUBL.L,MBL Group plc,LSE,Entertainment - Diversified,722
WKBN.SW,BC VALAIS N,EBS,,0
NAUBF,National Australia Bank Limited,PNK,,0
0H2.F,Hitachi Maxell Ltd.,FRA,,0
GJT.AX,Galileo Japan Trust,ASX,,0
MXH.DE,M.A.X. Automation Ag,GER,Diversified Machinery,622
KID.OL,Kid ASA,OSL,Apparel Stores,730
ATC.AS,Altice,AMS,,0
LB3A.MU,LIBERTY INT QVC-A,MUN,,0
RYCEF,Rolls Royce Holdings plc,PNK,,0
RYCEY,Rolls Royce Holdings plc,PNK,,0
SDL.L,SDL plc,LSE,Technical & System Software,822
BLBK,"BOLDFACE Group, Inc.",PNK,Personal Products,323
EZPW,"EZCORP, Inc.",NMS,Credit Services,424
BIU2.F,China Everbright Water Limited,FRA,,0
REC.V,Reliant Gold Corp.,VAN,Industrial Metals & Minerals,133
GEECEE.BO,GeeCee Ventures Ltd,BSE,,0
ZHIV.ME,Live Office OJSC,MCX,,0
ZSIMCOTR.BO,SIMCO TRADING & FINANCE CO.LTD,BSE,,0
B8O.SG,YANGZIJIANG SHIPBLD,STU,,0
MXSG,Mexus Gold US,PNK,,0
INDF.JK,PT INDOFOOD SUKSES IDR100,JKT,,0
QMBN.F,Q & M Dental Group (Singapore) Limited,FRA,,0
VENKPHR.BO,Venkat Pharma Ltd,BSE,,0
8272.HK,C FOOD&BEV; GP,HKG,Apparel Stores,730
TBLZ,"Trailblazer Resources, Inc.",PNK,Conglomerates,210
RLYNF,"Rallye Société Anonyme
",PNK,,0
TTA.L,TOTAL S.A.,LSE,Major Integrated Oil & Gas,120
ESNC,"EnSync, Inc.",ASE,Industrial Electrical Equipment,627
ESND,Essendant Inc.,NMS,Business Equipment,313
ASX.AX,ASX Limited,ASX,Asset Management,422
PTGCY,"Pharol, SGPS S.A.",PNK,,0
ESNT,Essent Group Ltd.,NYQ,Mortgage Investment,447
DBL,DoubleLine Opportunistic Credit Fund,NYQ,,0
WWI.OL,Wilh. Wilhelmsen Holding ASA,OSL,Air Delivery & Freight Services,773
DBD,"Diebold, Incorporated",NYQ,Diversified Computer Systems,810
WTVP-CRI11B0.SA,BRPR 55 SEC C11,SAO,,0
BHU.SG,BAKER HUGHES INC,STU,,0
NWBN,New Resource Bank,PNK,Regional - Pacific Banks,416
CHSCP,"CHS, Inc.",NMS,,0
PBT-U.CN,Portage Biotech Inc,CNQ,,0
ET82.F,Aeterna Zentaris Inc.,FRA,,0
WEHA.JK,WEHA TRANSPORTASI IDR100,JKT,,0
AUV.V,Augyva Mining Resources Inc.,VAN,Industrial Metals & Minerals,133
MRC.TO,Morguard Corp.,TOR,Property Management,448
RLMD,"Relmada Therapeutics, Inc.",PNK,Drugs - Generic,512
TCFC,The Community Financial Corp.,NCM,Regional - Mid-Atlantic Banks,412
AFL,Aflac Incorporated,NYQ,Accident & Health Insurance,431
AFH,"Atlas Financial Holdings, Inc.",NCM,Property & Casualty Insurance,432
7SN.SG,SUNTORY B & F,STU,,0
AFG,American Financial Group Inc.,NYQ,Property & Casualty Insurance,432
AFA,American Financial Group Inc.,NYQ,,0
AFB,AllianceBernstein National Municipal Income Fund,NYQ,,0
AFC,Allied Capital Corporation,NYQ,,0
AFT,Apollo Senior Floating Rate Fund Inc.,NYQ,,0
CMCM,Cheetah Mobile Inc.,NYQ,Application Software,821
AFW,American Financial Group Inc.,NYQ,,0
ERHE,ERHC Energy Inc.,PNK,Independent Oil & Gas,121
BBRI.JK,BK RAKYAT IDR250,JKT,,0
CBAF,CITBA Financial Corporation,PNK,,0
G2U.F,Gulfport Energy Corp.,FRA,,0
ARR-PB,"ARMOUR Residential REIT, Inc. P",NYQ,,0
CBAI,Cord Blood America Inc.,PNK,Medical Laboratories & Research,525
MEDL,"MEDL Mobile Holdings, Inc.",,,0
CBAK,"China BAK Battery, Inc.",NGM,Diversified Electronics,836
WBAG.HM,WILD BUNCH,HAM,,0
TIME,Time Inc.,NYQ,Publishing - Periodicals,728
722603.TWO,JIH SUN SECURITIES C/W 21/07/16,TWO,,0
CBAY,"Cymabay Therapeutics, Inc.",NCM,Biotechnology,515
ISCHF,ICL-ISRAEL CHEMICALS,PNK,,0
723050.TWO,JIH SUN SECURITIES C/W 06/09/16,TWO,,0
ZCT1.DE,Zimtu Capital Corp.,GER,,0
0966.HK,CHINA TAIPING,HKG,Life Insurance,430
2618.HK,TCL COMM,HKG,Communication Equipment,841
AREN,PetroGas Company,PNK,,0
CLSZF,China Oil And Gas Group Limited,PNK,,0
G07.SI,Great Eastern Holdings Limited,SES,Life Insurance,430
FMSA,Fairmount Santrol Holdings Inc.,NYQ,Industrial Metals & Minerals,133
ARET,"Arete Industries, Inc.",PNK,,0
UN9.F,UNIQA Insurance Group AG,FRA,,0
ARES,"Ares Management, L.P.",NYQ,Asset Management,422
AREX,"Approach Resources, Inc.",NMS,Independent Oil & Gas,121
GFTU.L,Grafton Group plc,LSE,General Building Materials,634
ERG.MI,ERG SpA,MIL,Major Integrated Oil & Gas,120
NVSGF,Nevada Sunrise Gold Corporation,PNK,,0
GIX.TO,Geologix Explorations Inc.,TOR,,0
WAIR,"Wesco Aircraft Holdings, Inc.",NYQ,Industrial Equipment Wholesale,752
VKSPL.BO,VKS PROJECTS LTD.,BSE,,0
CEAI,"China Education Alliance, Inc.",PNK,,0
XSK.F,Sanken Electric Co. Ltd.,FRA,,0
CPGI,China  Shengda Packaging  Group Inc.,NCM,,0
ADXS,"Advaxis, Inc.",NCM,Biotechnology,515
CPGX,"Columbia Pipeline Group, Inc.",NYQ,,0
THEP.PA,"Thermador Groupe Société Anonyme
",PAR,Business Services,760
WYNN,Wynn Resorts Ltd.,NMS,Resorts & Casinos,711
UWS.DU,WASTE MANAGEMENT,DUS,,0
FB2A.DU,FACEBOOK-A,DUS,,0
0086.HK,SUN HUNG KAI CO,HKG,Real Estate Development,449
DVC-H.V,Devin Energy Corp.,VAN,Independent Oil & Gas,121
FB2A.DE,"Facebook, Inc.",GER,,0
ZPFK.SG,ZAPF CREATION,STU,,0
FKYS,First Keystone Corporation,OBB,Regional - Northeast Banks,411
NIKL.JK,PELAT TIMAH NUSANT IDR100,JKT,,0
LTGHF,Life Healthcare Group Holdings Limited,PNK,,0
AQMS,"Aqua Metals, Inc.",NCM,Waste Management,637
GML.AX,Gateway Mining Limited,ASX,Gold,134
CJGEL.BO,C.J. Gelatine Products Ltd.,BSE,,0
XGH.MU,ENN ENERGY HLD,MUN,,0
DRIFF,Xiana Mining Inc.,PNK,,0
099440.KQ,"SMEC Co., Ltd.",KOE,,0
VSU.BE,VLG SUPER MKT INC A,BER,,0
WWY.BE,WINSWAY ENTERPRISES,BER,,0
6833.HK,SINCO PHARMA,HKG,,0
KW2.BE,K. WAH INTL HLDGS,BER,,0
CWT,California Water Service Group,NYQ,Water Utilities,914
OWI-H.V,One World Investments Inc.,VAN,,0
SEE.BE,SEARS HOLDINGS,BER,,0
ABRW,"American Brewing Company, Inc.",OBB,,0
ADZZF,ADVANCE RES INV CORP,PNK,,0
DLD.BE,DIEBOLD ,BER,,0
YC5.BE,FRONTIER COMM,BER,,0
GAYAPROJ.BO,Gayatri Projects Limited,BSE,,0
BLUBF,Blue Ribbon Income Fund Ord,PNK,,0
SKUL,"Skullcandy, Inc.",NMS,Electronic Equipment,314
SRCF,"Source Financial, Inc.",PNK,,0
AAPC,Atlantic Alliance Partnership Corp.,NCM,Conglomerates,210
SRCE,1st Source Corporation,NMS,Regional - Midwest Banks,414
SRCH,Searchlight Minerals Corp.,PNK,Nonmetallic Mineral Mining,136
HLE.F,Hella KGaA Hueck & Co.,FRA,,0
SRCL,"Stericycle, Inc.",NMS,Waste Management,637
VNF.L,,,,0
SRCT,The Standard Register Company,PNK,,0
ZFC,ZAIS Financial Corp.,NYQ,REIT - Diversified,440
QBCRF,Quebecor Inc.,PNK,,0
JMT.LS,JERONIMO MARTINS ,LIS,,0
721951.TWO,WATERLAND SECURITI C/W 06/06/16,TWO,,0
4907.TWO,FU YU PROPERTY CO,TWO,,0
